snapshot,SE-N hydro,SE-S hydro,NO-N hydro,NO-S hydro,FI hydro
2023-07-30 00:00:00,7969453.9664601125,1255166.4271732618,35552931.592085496,49995476.426536396,1321825.2736042975
2023-07-30 03:00:00,7978199.520036589,1258632.0868518276,35545850.187273666,50024267.87892164,1325732.2066232457
2023-07-30 06:00:00,7983935.065786647,1262097.7465303934,35537920.36249565,50053059.33130689,1329639.139642194
2023-07-30 09:00:00,7988669.381342166,1265563.4062089592,35530135.43653893,50081850.78369214,1333546.072661142
2023-07-30 12:00:00,8003447.018631256,1269029.065887525,35522005.75295947,50099952.288408354,1337453.0056800903
2023-07-30 15:00:00,8003346.171111827,1272494.7255660908,35513501.84076092,50128743.7407936,1341359.9386990385
2023-07-30 18:00:00,7992623.808400917,1275960.3852446566,35504832.64709806,50123201.33513733,1342296.2846892718
2023-07-30 21:00:00,7981901.445690007,1279426.0449232224,35497149.51822175,50124302.03598331,1345499.793092957
2023-07-31 00:00:00,7980616.187716895,1282897.9643723061,35498099.12745752,50153137.67017293,1349407.620203424
2023-07-31 03:00:00,7969917.2675288,1286369.8838213899,35491486.31645905,50152291.302002445,1349751.3002437188
2023-07-31 06:00:00,7959218.347340706,1289841.8032704736,35483710.19938405,50151286.222231165,1348195.944846858
2023-07-31 09:00:00,7948519.427152611,1293313.7227195574,35476001.59036092,50159262.74940337,1344147.1385576152
2023-07-31 12:00:00,7937820.506964517,1296785.642168641,35467493.63964756,50160673.309116445,1344030.217745802
2023-07-31 15:00:00,7927121.586776422,1300257.5616177248,35460613.85196954,50155753.55940365,1338607.5792840496
2023-07-31 18:00:00,7916422.666588328,1303729.4810668086,35458543.620173775,50146651.17832114,1340885.0269634086
2023-07-31 21:00:00,7917758.31511627,1307201.4005158923,35458324.81803924,50133938.731363244,1344792.8540738756
2023-08-01 00:00:00,7907083.833506413,1310679.777017865,35458053.52837208,50135537.22641162,1348702.1134347152
2023-08-01 03:00:00,7896409.351896555,1314158.153519838,35456390.15600904,50131881.48180906,1349930.4197933145
2023-08-01 06:00:00,7885734.8702866975,1317636.5300218107,35450615.52399987,50122818.55389813,1349098.984863011
2023-08-01 09:00:00,7875060.38867684,1307742.6454642676,35444316.70425716,50130273.367119335,1348691.6551805593
2023-08-01 12:00:00,7864385.907066982,1311221.0219662404,35437304.420468055,50128970.06480186,1349435.2466825412
2023-08-01 15:00:00,7853711.425457125,1314699.3984682132,35430857.773616746,50124417.531616606,1344880.573606054
2023-08-01 18:00:00,7843036.943847267,1318177.774970186,35426826.65260885,50114286.50303396,1348135.611402379
2023-08-01 21:00:00,7832362.462237409,1321656.1514721587,35424819.51661575,50110799.76474819,1352044.8707632187
2023-08-02 00:00:00,7821713.408019531,1325141.1803290967,35423613.298375964,50110460.84405701,1355956.070778929
2023-08-02 03:00:00,7811064.353801652,1328626.2091860347,35421635.23683145,50105761.622356765,1359867.2707946391
2023-08-02 06:00:00,7800415.299583773,1332111.2380429727,35416346.34432168,50098342.22919949,1363214.1059425173
2023-08-02 09:00:00,7790402.0997121865,1335596.2668999108,35409639.18400114,50101425.157893404,1367125.3059582275
2023-08-02 12:00:00,7805253.045494308,1339081.2957568488,35402120.46142141,50122544.04162545,1371036.5059739377
2023-08-02 15:00:00,7794603.991276429,1342566.3246137868,35396078.92437784,50116004.06379449,1374947.705989648
2023-08-02 18:00:00,7783954.93705855,1346051.3534707248,35392875.55303028,50111525.16518363,1378858.906005358
2023-08-02 21:00:00,7788417.095640848,1349536.3823276628,35395002.886316486,50140453.31402584,1382770.1060210683
2023-08-03 00:00:00,7803294.450094006,1353028.2568119792,35392074.775692545,50167596.12827507,1386683.7267389807
2023-08-03 03:00:00,7806193.781135285,1356520.1312962957,35390455.14224327,50196572.58255139,1390597.3474568932
2023-08-03 06:00:00,7795571.135588443,1360012.0057806121,35387038.453888044,50184977.0841677,1393488.0287194701
2023-08-03 09:00:00,7790472.995066862,1363503.8802649286,35385544.66216864,50213953.53844402,1397401.6494373826
2023-08-03 12:00:00,7782903.7253672695,1366995.754749245,35385379.45998215,50242929.99272034,1401315.270155295
2023-08-03 15:00:00,7772281.079820427,1370487.6292335615,35382990.57798953,50234959.628645524,1401210.4568685268
2023-08-03 18:00:00,7761658.434273585,1373979.503717878,35380739.415800765,50225074.28258004,1402903.5900718588
2023-08-03 21:00:00,7751035.788726742,1377471.3782021943,35378232.23460437,50223607.154478766,1406817.2107897713
2023-08-04 00:00:00,7740440.525304535,1380970.2895068636,35376915.22335921,50231474.686549984,1410733.70529795
2023-08-04 03:00:00,7729845.261882328,1384469.2008115328,35374107.18487257,50238355.26270693,1411745.2596117384
2023-08-04 06:00:00,7719249.998460121,1387968.112116202,35369709.060236715,50248527.55893582,1410529.157792298
2023-08-04 09:00:00,7708654.7350379145,1391467.0234208712,35366069.85496621,50266620.88092574,1409507.1620118944
2023-08-04 12:00:00,7698059.4716157075,1394965.9347255405,35363535.18970941,50285450.36700391,1407738.923091162
2023-08-04 15:00:00,7687464.2081935005,1398464.8460302097,35359498.47549455,50296097.97729279,1406333.6685838813
2023-08-04 18:00:00,7676868.944771294,1401963.757334879,35353036.43858593,50298338.07514553,1405851.807765786
2023-08-04 21:00:00,7668512.085954702,1405462.6686395481,35345858.2642328,50305058.522473544,1407788.1475664089
2023-08-05 00:00:00,7660057.329389237,1408968.8058280475,35339317.9275876,50310804.98654,1411315.7764685466
2023-08-05 03:00:00,7649490.413431348,1412474.9430165468,35332440.998014994,50314814.48007015,1414295.6015170382
2023-08-05 06:00:00,7638923.49747346,1415981.080205046,35325467.795077465,50316650.493682034,1415462.054261365
2023-08-05 09:00:00,7628356.581515571,1419487.2173935454,35318291.94286469,50323457.432228856,1417637.0231879645
2023-08-05 12:00:00,7617789.6655576825,1422993.3545820448,35310919.260924295,50337865.7759488,1411956.8190036106
2023-08-05 15:00:00,7607222.749599794,1426499.491770544,35303198.39250801,50327288.93924141,1411345.5860767835
2023-08-05 18:00:00,7596655.833641905,1430005.6289590434,35295371.73088575,50314924.14661223,1410979.2457021724
2023-08-05 21:00:00,7586088.917684017,1433511.7661475427,35287694.40501137,50305115.05622299,1412728.3037333263
2023-08-06 00:00:00,7575551.306130166,1437025.316103625,35280636.09156931,50297706.58722482,1415229.1034734284
2023-08-06 03:00:00,7565013.694576316,1440538.8660597075,35273217.453526326,50293489.63985692,1417170.1925552175
2023-08-06 06:00:00,7554476.083022465,1444052.4160157898,35265458.92675335,50285365.822109945,1417830.2037965904
2023-08-06 09:00:00,7546507.607950362,1447565.9659718722,35259604.55995107,50314495.2121685,1421753.7042359184
2023-08-06 12:00:00,7540751.18032978,1451079.5159279546,35254299.355462976,50343624.602227055,1425677.2046752463
2023-08-06 15:00:00,7530213.5687759295,1454593.065884037,35248241.597946845,50338147.96088333,1426575.2434111473
2023-08-06 18:00:00,7530021.207616498,1458106.6158401193,35246445.49538486,50324163.944646925,1430032.9102790384
2023-08-06 21:00:00,7519483.596062647,1461620.1657962017,35242406.5400967,50338860.537317954,1433956.4107183663
2023-08-07 00:00:00,7534476.237169025,1465141.313173603,35243914.70616184,50368043.52877652,1437883.996240042
2023-08-07 03:00:00,7541673.310773923,1468662.4605510044,35251448.52966596,50397226.520235084,1441811.5817617176
2023-08-07 06:00:00,7541768.667300809,1472183.6079284057,35255886.41767668,50426409.51169365,1445739.1672833932
2023-08-07 09:00:00,7539611.516621112,1475704.755305807,35260413.2291426,50455592.503152214,1449666.7528050689
2023-08-07 12:00:00,7533348.2415877115,1479225.9026832085,35267577.6220109,50484775.49461078,1453594.3383267445
2023-08-07 15:00:00,7527132.194708423,1482747.0500606098,35273286.27161161,50513958.486069344,1457521.9238484201
2023-08-07 18:00:00,7529101.082635302,1486268.1974380112,35277507.20220735,50543141.47752791,1461449.5093700958
2023-08-07 21:00:00,7533876.018533665,1489789.3448154125,35285108.88579636,50572324.468986474,1465377.0948917714
2023-08-08 00:00:00,7543941.385158424,1493318.2719875895,35288135.66587998,50601562.347098,1469309.1244070935
2023-08-08 03:00:00,7552738.518799767,1496847.1991597665,35289102.878659725,50630800.22520953,1473241.1539224156
2023-08-08 06:00:00,7550897.361267374,1500376.1263319436,35295009.62167242,50660038.10332105,1477173.1834377376
2023-08-08 09:00:00,7551456.388584158,1503905.0535041206,35295753.95136193,50689248.43754796,1481105.2129530597
2023-08-08 12:00:00,7550307.458933305,1507433.9806762976,35301505.1064442,50718486.315659486,1485037.2424683818
2023-08-08 15:00:00,7552100.003152233,1510962.9078484746,35312445.94223676,50747724.19377101,1488969.2719837038
2023-08-08 18:00:00,7546084.382093487,1514491.8350206516,35319972.305220276,50754758.79316877,1490636.5996712563
2023-08-08 21:00:00,7539206.325342931,1518020.7621928286,35326872.486829154,50766787.091942236,1494141.3460009638
2023-08-09 00:00:00,7531962.687167613,1521557.6492028146,35333125.08550161,50780687.75165115,1497773.255533158
2023-08-09 03:00:00,7523311.034577481,1525094.5362128005,35344998.75398536,50792573.38537569,1498174.5795021812
2023-08-09 06:00:00,7514463.172743214,1528631.4232227865,35356872.42246911,50805723.68032528,1496871.0724923874
2023-08-09 09:00:00,7505708.848943587,1532168.3102327725,35368746.09095286,50821549.11785656,1496009.208473442
2023-08-09 12:00:00,7497698.369432783,1535705.1972427585,35380619.75943661,50837038.07047063,1494504.0620375306
2023-08-09 15:00:00,7487254.324491792,1539242.0842527444,35391527.449394226,50846672.44063581,1491888.3963707583
2023-08-09 18:00:00,7476810.279550802,1542778.9712627304,35396445.90803033,50850784.17905929,1488653.1479547468
2023-08-09 21:00:00,7466366.234609812,1546315.8582727164,35400845.9618651,50861710.05800111,1485448.5605907503
2023-08-10 00:00:00,7455955.232199935,1549860.8827831734,35406124.29676527,50873615.506558076,1484022.4193223752
2023-08-10 03:00:00,7445544.229790059,1553405.9072936303,35407568.53348857,50875494.21503152,1483423.9738081468
2023-08-10 06:00:00,7435133.227380183,1556950.9318040872,35401441.25979595,50878260.34106861,1482246.7297674743
2023-08-10 09:00:00,7424722.224970306,1560495.9563145442,35391980.61649839,50886956.784293905,1482632.542037414
2023-08-10 12:00:00,7414311.22256043,1564040.9808250011,35383000.892468534,50898986.334660634,1483478.2871460535
2023-08-10 15:00:00,7403900.220150554,1567586.005335458,35376379.40605686,50903461.927431725,1477820.2015049371
2023-08-10 18:00:00,7393489.217740677,1571131.029845915,35369558.35206526,50888964.21040001,1481269.0110464888
2023-08-10 21:00:00,7383078.215330801,1574676.054356372,35363670.232381314,50883854.78102253,1485210.9254053724
2023-08-11 00:00:00,7372701.166191208,1578229.3915999134,35359759.776315354,50881724.00363041,1489158.2436958381
2023-08-11 03:00:00,7362324.117051615,1581782.7288434547,35355486.37971035,50870278.40462186,1492975.8270203422
2023-08-11 06:00:00,7351947.067912023,1583802.169450928,35349591.52661068,50854329.50501035,1494587.4564497673
2023-08-11 09:00:00,7346634.686849018,1587355.5066944694,35342111.02006733,50883379.63091906,1498534.774740233
2023-08-11 12:00:00,7336257.637709425,1590908.8439380107,35334344.66854558,50883205.137947164,1501168.9630821685
2023-08-11 15:00:00,7325880.588569832,1594462.1811815521,35327216.996760055,50871881.336106375,1502490.1943526862
2023-08-11 18:00:00,7315503.539430239,1598015.5184250935,35321193.20243848,50862571.969869055,1504961.6136603958
2023-08-11 21:00:00,7305126.490290646,1601568.8556686349,35317598.27653781,50859188.92887795,1508908.9319508616
2023-08-12 00:00:00,7294784.295099419,1605130.6783984844,35315997.60937019,50860116.15338764,1512861.9391490207
2023-08-12 03:00:00,7284442.099908191,1608692.5011283339,35313588.23266318,50861144.98473286,1516814.9463471798
2023-08-12 06:00:00,7274099.904716963,1612254.3238581833,35309268.61192666,50857462.88810757,1520620.1700365467
2023-08-12 09:00:00,7276621.998314215,1615816.1465880328,35305640.71913376,50886932.83446763,1524573.1772347058
2023-08-12 12:00:00,7269695.646345656,1619377.9693178823,35304902.70309156,50916402.780827686,1528526.184432865
2023-08-12 15:00:00,7259353.4511544285,1622939.7920477318,35297092.040317036,50910403.44758583,1527392.2047519798
2023-08-12 18:00:00,7249011.255963201,1626501.6147775813,35289566.30337355,50903800.55317259,1531345.211950139
2023-08-12 21:00:00,7238669.060771973,1630063.4375074308,35283289.41230426,50902010.67862331,1535298.219148298
2023-08-13 00:00:00,7228362.609879216,1633633.9159484787,35277654.53368182,50900049.29708598,1539257.1845653653
2023-08-13 03:00:00,7218056.1589864595,1637204.3943895267,35273143.6324771,50898161.52142969,1543216.1499824326
2023-08-13 06:00:00,7207749.708093703,1640774.8728305746,35265626.496998586,50904377.251705185,1539128.6838241802
2023-08-13 09:00:00,7201417.407716023,1644345.3512716226,35263421.8322365,50933908.25957547,1543087.6492412474
2023-08-13 12:00:00,7194001.56092707,1647915.8297126705,35260937.89164654,50963439.26744576,1547046.6146583147
2023-08-13 15:00:00,7183695.110034313,1651486.3081537185,35252660.86075351,50951725.425900295,1547371.423694507
2023-08-13 18:00:00,7173388.659141556,1655056.7865947664,35247082.640379384,50939473.24432424,1549798.2974845937
2023-08-13 21:00:00,7163082.2082488,1658627.2650358144,35244355.29971559,50934750.40957197,1553757.262901661
2023-08-14 00:00:00,7152812.3814128125,1647072.2614322316,35242176.98546306,50947257.703954756,1557722.4412051053
2023-08-14 03:00:00,7142542.554576825,1650651.5632325446,35237266.49369212,50937343.84626249,1557694.0188832495
2023-08-14 06:00:00,7132272.727740838,1633230.8650328575,35229086.43146423,50943234.0589539,1556038.2963808733
2023-08-14 09:00:00,7122002.900904851,1636810.1668331705,35220490.969226874,50939288.63638573,1555819.5103050966
2023-08-14 12:00:00,7111733.074068864,1640389.4686334834,35211479.72496343,50931537.69012804,1556842.840063614
2023-08-14 15:00:00,7101463.247232877,1640158.3994980995,35201938.74030511,50917414.61900731,1557234.1186886528
2023-08-14 18:00:00,7091193.42039689,1643737.7012984124,35192014.795774266,50904642.72204231,1559277.5752057391
2023-08-14 21:00:00,7080923.593560902,1647317.0030987253,35183290.97994058,50902233.9772298,1563242.7535091834
2023-08-15 00:00:00,7070691.259687484,1637557.8318328036,35174809.227296956,50914731.02563079,1567214.3856884039
2023-08-15 03:00:00,7060458.925814066,1641146.1220156376,35166167.3201919,50904553.838987716,1569126.6828907477
2023-08-15 06:00:00,7050226.591940648,1644734.4121984716,35156757.812153205,50891156.64940942,1565801.390952614
2023-08-15 09:00:00,7039994.25806723,1648322.7023813056,35146924.27667129,50877889.05769326,1566404.8893790795
2023-08-15 12:00:00,7029761.924193812,1651910.9925641397,35137345.38687273,50904000.679905705,1570376.5215583
2023-08-15 15:00:00,7019529.590320393,1655499.2827469737,35128260.36223827,50898614.82044024,1569156.4247155658
2023-08-15 18:00:00,7009297.256446975,1642007.9614933452,35119619.94840286,50905691.759445876,1569993.5341848535
2023-08-15 21:00:00,6999064.922573557,1645596.2516761792,35111541.25121578,50905906.405224085,1573965.166364074
2023-08-16 00:00:00,6988870.939458533,1649193.6925925433,35104930.041774996,50909120.123717085,1577943.4806402866
2023-08-16 03:00:00,6978676.956343509,1636298.4954750366,35099641.670203544,50918561.41103679,1581914.014506131
2023-08-16 06:00:00,6968482.973228485,1639895.9363914006,35095919.332223065,50908983.86881362,1584966.708293458
2023-08-16 09:00:00,6958288.990113461,1643493.3773077647,35091088.86140049,50907215.99428853,1587334.849727425
2023-08-16 12:00:00,6948095.006998437,1647090.8182241288,35086159.56030934,50911316.247702226,1584627.9431306163
2023-08-16 15:00:00,6937901.0238834135,1650688.2591404929,35083079.569761634,50899401.601316266,1586499.8891399945
2023-08-16 18:00:00,6929296.339885695,1654285.700056857,35078157.1254223,50890260.908509664,1590478.203416207
2023-08-16 21:00:00,6924763.322671111,1647426.4571983304,35071382.30227692,50900834.75450813,1594456.5176924197
2023-08-17 00:00:00,6920968.498008471,1651033.2084801442,35065042.278540194,50903140.405465014,1598441.7303729507
2023-08-17 03:00:00,6913441.692953088,1654639.9597619579,35056882.51056813,50897495.572422415,1600000.0
2023-08-17 06:00:00,6903286.907028128,1657692.016623584,35046668.833405286,50882409.98823682,1600000.0
2023-08-17 09:00:00,6893132.121103168,1661298.7679053978,35036494.65431558,50867747.1189983,1599766.7267127004
2023-08-17 12:00:00,6882977.335178209,1664905.5191872115,35026608.82761122,50855069.72012512,1597490.4758683434
2023-08-17 15:00:00,6872822.549253249,1661420.8878500434,35017703.47053402,50840468.67843959,1596763.501468236
2023-08-17 18:00:00,6862667.763328289,1659682.4683032832,35010217.01712951,50826321.06962683,1597230.5554740047
2023-08-17 21:00:00,6852512.977403329,1663289.219585097,35003851.38745349,50815382.74891915,1599184.8080817359
2023-08-18 00:00:00,6846021.057666871,1666905.4380989799,34997447.44708609,50805121.95992758,1600000.0
2023-08-18 03:00:00,6835906.303748669,1670521.6566128628,34989978.454186566,50793593.67423328,1597524.8014420832
2023-08-18 06:00:00,6825791.549830467,1653137.8751267458,34981741.54917315,50797483.163744226,1591917.1177197155
2023-08-18 09:00:00,6815676.795912266,1656754.0936406287,34972217.91742898,50792347.841462985,1588197.9520615896
2023-08-18 12:00:00,6805562.041994064,1660370.3121545117,34963301.52559261,50791955.10788204,1584857.222619399
2023-08-18 15:00:00,6795447.288075862,1663986.5306683946,34955020.60552679,50786093.82863315,1581606.1112691143
2023-08-18 18:00:00,6785332.534157661,1667602.7491822776,34948048.70213708,50779658.77547151,1579726.0304365824
2023-08-18 21:00:00,6775217.780239459,1671218.9676961605,34943532.03496198,50779871.48388139,1580137.0454197966
2023-08-19 00:00:00,6765143.881282364,1674844.8074978904,34940733.140769735,50781794.386591054,1580510.697627645
2023-08-19 03:00:00,6755069.982325269,1678470.6472996203,34941074.03730833,50785768.37356831,1580844.5482320609
2023-08-19 06:00:00,6744996.083368174,1682096.4871013502,34941808.420435876,50792100.17913218,1579658.5112204133
2023-08-19 09:00:00,6743120.618690762,1685722.32690308,34943203.54740335,50822021.72325947,1583658.1259188203
2023-08-19 12:00:00,6740133.839452724,1689348.16670481,34945798.49186471,50851943.267386764,1587657.7406172273
2023-08-19 15:00:00,6730059.940495629,1692974.0065065399,34950141.68754178,50846697.60478589,1585585.7659300473
2023-08-19 18:00:00,6719986.041538534,1696599.8463082698,34957969.17620293,50842702.922280185,1584027.9630238654
2023-08-19 21:00:00,6709912.142581439,1700225.6861099997,34966663.393810004,50840180.61582103,1584394.4052234634
2023-08-20 00:00:00,6699879.90943359,1703861.2983996724,34975155.435139686,50837405.16843449,1584936.1165698569
2023-08-20 03:00:00,6689847.676285742,1707496.910689345,34981806.48666977,50834076.180662386,1584852.9903689444
2023-08-20 06:00:00,6679815.443137893,1711132.5229790178,34985284.410605,50825294.57017112,1584045.501171195
2023-08-20 09:00:00,6669783.209990045,1714768.1352686905,34984526.66995115,50855285.05150712,1588052.5994378233
2023-08-20 12:00:00,6660979.087459025,1718403.7475583632,34979427.9405441,50885275.53284313,1591909.7966751002
2023-08-20 15:00:00,6650946.854311177,1720554.585276337,34974033.362912126,50872115.81045571,1588730.780120227
2023-08-20 18:00:00,6640914.621163328,1724190.1975660098,34967811.5856262,50859264.51838521,1585821.8256377827
2023-08-20 21:00:00,6630882.38801548,1727825.8098556825,34961822.7310194,50852320.42127304,1584964.3039432417
2023-08-21 00:00:00,6620892.619178541,1731471.3429336038,34954857.71505452,50846631.64288503,1584693.9368289572
2023-08-21 03:00:00,6610902.850341602,1734473.0176240238,34947517.19165344,50834758.567940325,1581349.1992996503
2023-08-21 06:00:00,6600913.081504663,1738118.550701945,34938154.18617275,50820190.00033262,1576671.1817515488
2023-08-21 09:00:00,6590923.312667725,1741764.0837798663,34928463.68765664,50821358.399389006,1572783.4165651256
2023-08-21 12:00:00,6580933.543830786,1745409.6168577876,34919952.70720809,50824068.92152196,1569031.6134121711
2023-08-21 15:00:00,6570943.774993847,1747208.2433690978,34912268.081488766,50810326.88025843,1565198.1209246425
2023-08-21 18:00:00,6560954.006156908,1729853.776447019,34903718.6214153,50818428.91515392,1561025.0147071492
2023-08-21 21:00:00,6550964.23731997,1733499.3095249403,34895147.50742474,50814269.87252987,1560268.0619577973
2023-08-22 00:00:00,6541017.718712511,1737154.9087482789,34886627.770097226,50813066.91715748,1559654.9845519282
2023-08-22 03:00:00,6531071.2001050515,1740810.5079716174,34877585.35797632,50803795.27148063,1556715.7463686431
2023-08-22 06:00:00,6521124.6814975925,1744466.107194956,34866888.8442033,50790194.86445566,1552353.43005555
2023-08-22 09:00:00,6511178.162890133,1748121.7064182945,34856198.99366549,50791268.5007564,1548215.5256885982
2023-08-22 12:00:00,6501231.644282674,1751777.305641633,34845462.38117213,50792474.01551826,1544080.5775162354
2023-08-22 15:00:00,6491285.125675215,1734432.9048649715,34835548.616449974,50796966.42281454,1540205.3079583885
2023-08-22 18:00:00,6481338.607067756,1738088.50408831,34826199.22337657,50783216.20685808,1537074.4543081108
2023-08-22 21:00:00,6471392.088460297,1741744.1033116486,34817620.97184908,50783256.372539416,1531762.1116204108
2023-08-23 00:00:00,6461489.593184913,1728966.6127163863,34809272.451380424,50795554.43697591,1532060.6156186708
2023-08-23 03:00:00,6451587.097909528,1732632.420456613,34800331.891270354,50783950.16966159,1528278.669303079
2023-08-23 06:00:00,6441684.602634143,1731350.9121699869,34789573.380686685,50769653.178254515,1524037.5533021113
2023-08-23 09:00:00,6431782.107358758,1717545.8180660624,34778456.85573403,50777392.680733226,1520296.3809532276
2023-08-23 12:00:00,6421879.612083374,1721211.625806289,34768004.77263779,50764492.16231658,1517347.5499311418
2023-08-23 15:00:00,6411977.116807989,1719943.6752616987,34758838.82657459,50751166.763880536,1515074.0981528568
2023-08-23 18:00:00,6402074.621532604,1720636.7456187936,34750402.66206368,50737833.658757895,1513908.443331671
2023-08-23 21:00:00,6392172.126257219,1711700.3364508876,34744302.28262269,50748779.49396277,1508339.015762742
2023-08-24 00:00:00,6382314.41437144,1715376.4920520254,34737751.93345929,50742714.03201116,1509027.7660769543
2023-08-24 03:00:00,6372456.702485661,1717791.9540487565,34729357.7759436,50730665.678392276,1506433.2388971257
2023-08-24 06:00:00,6362598.990599882,1700468.1096498943,34718861.90040047,50736200.42252594,1501855.4120522633
2023-08-24 09:00:00,6352741.278714103,1692237.501542697,34707803.79783616,50743300.92755733,1497849.0139948057
2023-08-24 12:00:00,6342883.5668283235,1695913.6571438347,34696451.3922608,50731966.57614879,1494210.695040885
2023-08-24 15:00:00,6333025.854942544,1695374.7948307071,34685693.904570565,50717180.36002346,1488649.4069838526
2023-08-24 18:00:00,6323168.143056765,1696404.0097383119,34675649.27640653,50703327.84029465,1483088.1189268203
2023-08-24 21:00:00,6313310.431170986,1698946.467064007,34668372.12701976,50693042.86868947,1482389.044690834
2023-08-25 00:00:00,6303498.249462058,1702633.1068017145,34663264.695993096,50687440.7207357,1481981.4547175881
2023-08-25 03:00:00,6293686.06775313,1706319.746539422,34657626.39640701,50677104.315803446,1477103.036918338
2023-08-25 06:00:00,6283873.886044201,1701867.2830765632,34649985.53364175,50663380.0452527,1472858.7165354546
2023-08-25 09:00:00,6274061.704335273,1705553.9228142707,34641506.83997102,50649838.16364317,1469403.372799523
2023-08-25 12:00:00,6264249.522626345,1700911.4026935643,34633316.22166743,50643676.08649156,1466021.1504820795
2023-08-25 15:00:00,6254437.340917417,1696461.8841033536,34625889.601326145,50629154.86191257,1463130.0777852652
2023-08-25 18:00:00,6244625.159208489,1679148.5238410612,34623074.52455573,50631851.455415845,1461294.70768319
2023-08-25 21:00:00,6234812.97749956,1681581.6632068998,34621488.59367359,50620764.36640829,1461410.9853583165
2023-08-26 00:00:00,6225047.059263155,1685278.9202484095,34622286.23472932,50617084.95919669,1456803.817499703
2023-08-26 03:00:00,6215281.141026749,1688976.1772899192,34627097.35776708,50613890.35771744,1452033.0853998307
2023-08-26 06:00:00,6205515.222790344,1688678.9804301446,34631846.976809524,50602263.95015883,1450405.5114627604
2023-08-26 09:00:00,6195749.304553938,1692376.2374716543,34636938.4633769,50592652.13948454,1448682.7161274
2023-08-26 12:00:00,6185983.3863175325,1696073.494513164,34642227.683530964,50588829.99233018,1446726.1388252997
2023-08-26 15:00:00,6176217.468081127,1699770.7515546738,34646472.89367678,50578803.09089789,1444507.9130329164
2023-08-26 18:00:00,6166451.549844721,1703468.0085961835,34651122.27022947,50573877.43768953,1444524.9127449295
2023-08-26 21:00:00,6156807.875691967,1707165.2656376932,34655343.79521484,50574149.08720029,1446151.4953032706
2023-08-27 00:00:00,6147817.551587045,1710873.2700026226,34660520.81674319,50576629.775034554,1448298.3680783913
2023-08-27 03:00:00,6139294.842304547,1714581.274367552,34664774.89245326,50585740.8497055,1443069.5843864614
2023-08-27 06:00:00,6129575.907127472,1718289.2787324814,34669176.684027806,50587302.464976825,1442914.3167619829
2023-08-27 09:00:00,6119856.971950396,1721997.2830974108,34673906.425424345,50594014.25586259,1442374.8359238172
2023-08-27 12:00:00,6110138.03677332,1725705.2874623402,34678782.41104431,50589456.96170491,1441082.4491337675
2023-08-27 15:00:00,6100419.101596245,1728581.4482353902,34682572.22411796,50577863.32668179,1438711.9199677566
2023-08-27 18:00:00,6090700.166419169,1731075.3444878948,34687690.85013035,50565880.755232625,1437029.2815201138
2023-08-27 21:00:00,6080981.231242093,1734783.3488528242,34694852.92159845,50557269.163185224,1436685.2460677754
2023-08-28 00:00:00,6071309.984789059,1738502.2273748796,34701595.93294675,50549477.75751997,1437433.8706054422
2023-08-28 03:00:00,6061638.738336024,1742221.105896935,34705214.83386343,50538512.67380616,1432607.7972086705
2023-08-28 06:00:00,6051967.491882989,1724939.9844189906,34708072.008113086,50540421.72207499,1429540.7191937547
2023-08-28 09:00:00,6042296.2454299545,1728658.862941046,34708494.81206222,50537091.71379994,1426053.8770230676
2023-08-28 12:00:00,6032624.99897692,1732366.9427207904,34708457.352599576,50534428.679375954,1423658.6287435195
2023-08-28 15:00:00,6022953.752523885,1736085.8212428459,34707836.88354829,50521614.21874536,1418767.1925845714
2023-08-28 18:00:00,6013282.50607085,1739804.6997649013,34707746.55971803,50508778.83043402,1418542.7246882108
2023-08-28 21:00:00,6003611.259617816,1743523.5782869568,34706710.08033125,50505188.50301699,1422615.3858349668
2023-08-29 00:00:00,5993988.393422337,1747253.4545765463,34705211.46235251,50502149.91233092,1426696.8521806851
2023-08-29 03:00:00,5984365.527226859,1749643.2528377348,34702391.96946478,50490364.6210757,1427333.6337321275
2023-08-29 06:00:00,5974742.66103138,1752770.3528833336,34695889.964413464,50476367.08334647,1421815.1000778459
2023-08-29 09:00:00,5965119.794835902,1752754.9984387949,34689577.15721589,50463879.9260934,1423880.0980754108
2023-08-29 12:00:00,5955496.928640423,1756484.8747283844,34681396.307651386,50450917.95016312,1419497.5185114737
2023-08-29 15:00:00,5945874.062444945,1750773.9727740183,34672212.08980624,50438007.93613529,1418694.6969298043
2023-08-29 18:00:00,5936251.196249466,1748207.7961911357,34661508.38308673,50425236.611309186,1420151.3823147598
2023-08-29 21:00:00,5926628.330053988,1751937.6724807252,34651666.22359375,50415470.893909484,1420246.1595113093
2023-08-30 00:00:00,5917054.521313464,1752459.3909916473,34642437.60831863,50406881.72093042,1420856.6469336743
2023-08-30 03:00:00,5907480.712572941,1751894.1522489558,34633277.59912894,50395443.11933887,1415347.03479909
2023-08-30 06:00:00,5897906.903832417,1746264.8567294425,34622922.85395564,50381633.8083271,1411227.1558711487
2023-08-30 09:00:00,5888333.095091893,1742645.1532693277,34612865.74624824,50371566.82025653,1406940.080376935
2023-08-30 12:00:00,5878759.28635137,1740105.2727423683,34602590.33972585,50358293.77368831,1401430.4682423505
2023-08-30 15:00:00,5869185.477610846,1735016.5559551942,34592481.57904559,50345168.27735039,1395920.856107766
2023-08-30 18:00:00,5859611.668870322,1733200.9844760485,34582492.67492239,50332210.362916686,1390411.2439731816
